majortopic,text,chamber,party,pass_h,pass_s,bill_id,year,cong,label,senate,democrat,q_gpt3_0shot,ppos_gpt3_0shot,ptotal_gpt3_0shot,q_gpt3_5shot,ppos_gpt3_5shot,ptotal_gpt3_5shot,dw1,Postal,dist_macro
1.0,To amend section 3401 of the Internal Revenue Code of 1954,1,100.0,1.0,0.0,84-HR-4394,1955,84,True,False,True,False,0.0,0.9397318731394937,True,0.992869072130275,0.9986174735879612,-0.453,NY,0.7695082873106003
1.0,To amend section 5042(x) (2) of the Internal Revenue Code of 1954 to permit individuals who are not heads of families to produce wine for personal consumption,1,100.0,0.0,0.0,92-HR-5372,1971,92,True,False,True,False,0.0,0.959875516960352,False,0.07739587159408708,0.9988258269467751,-0.59,OH,0.728812962770462
1.0,To amend the Internal Revenue Code of 1954 to exempt golf club dues and membership fees from the tax on club dues.,1,100.0,0.0,0.0,84-HR-12331,1956,84,True,False,True,False,0.059469854050714296,0.9110869419309784,False,0.009762735124121739,0.9996617369131342,-0.612,IL,0.8071822077035904
1.0,To prohibit a reduction in funding for the defense commissary system in fiscal year 2015 pending the report of the Military Compensation and Retirement Modernization Commission.,1,200.0,0.0,0.0,113-HR-4217,2014,113,True,False,False,False,0.0,0.9711244848883983,False,0.015711606930266703,0.9995823320978351,0.587,VA,0.7480671405792236
1.0,To amend the Internal Revenue Code of 1986 to more fairly apportion between foreign and domestic sources interest attributable to environmental control assets.,1,200.0,0.0,0.0,101-HR-5216,1990,101,True,False,False,False,0.0,0.9798477941152739,True,0.9899443719302269,0.9994419500476448,0.242,PA,0.7391088604927063
1.0,To amend section 302 (b) (1) of the Internal Revenue Code of 1954,1,100.0,0.0,0.0,90-HR-284,1967,90,True,False,True,False,0.0,0.9413218435834303,True,0.7968266316602355,0.9972605357677189,-0.329,LA,0.7828545123338699
1.0,"To provide for the compensation of furloughed Department of Homeland Security employees in the event of a lapse in Department of Homeland Security appropriations, and for other purposes.",0,100.0,0.0,0.0,114-HR-1024,2015,114,True,False,True,False,0.031963085511847455,0.9180268135024674,True,0.8799054385482471,0.9989547181597943,-0.365,VA,0.7210673987865448
1.0,A bill to provide penalties for unauthorized disclosure of tax information.,1,100.0,0.0,0.0,96-HR-6766,1980,96,True,False,True,False,0.0011180830747422514,0.9717954883830782,True,0.9949709288911376,0.99965304233412,-0.081,GA,0.7719632834196091
1.0,A bill to clarify the definition of the term local furnishing in the Internal Revenue Code of 1954.,2,100.0,0.0,0.0,96-S-2660,1980,96,True,True,True,False,0.00010115836594576067,0.9646145277627812,False,0.0002382468665868101,0.9997262047919261,-0.339,NY,0.724401593208313
1.0,To amend part C of the Balanced Budget and Emergency Deficit Control Act of 1985 to extend the discretionary spending limits.,1,200.0,0.0,0.0,108-HR-4649,2004,108,True,False,False,True,0.9993103464270471,0.9548320237202647,True,0.9998624433145696,0.9992137773713243,0.523,IA,0.7239670753479004
1.0,"A bill to establish an independent board which shall have the authority to require prenotification of price increases, delay proposed price increases, and roll back excessive price with respect to companies in concentrated industries, in order to reduce inflation in the United States.",1,100.0,0.0,0.0,94-HR-6200,1975,94,True,False,True,True,1.0,0.9623536354263149,True,0.9995681093317761,0.9992903364962085,-0.461,CA,0.606806218624115
1.0,"To amend the Tax Reform Act of 1986 to correct technical errors in the description of certain projects located in Kenosha, Wisconsin.",1,100.0,0.0,0.0,101-HR-3738,1989,101,True,False,True,False,0.0,0.9740471169310407,False,0.011763973910493627,0.9995248889349763,-0.333,WI,0.7382047772407532
1.0,To amend part C of the Balanced Budget and Emergency Deficit Control Act of 1985 to establish a pay-as-you-go requirement for mandatory spending.,1,200.0,0.0,0.0,108-HR-4648,2004,108,True,False,False,True,1.0,0.9392174479127443,True,0.999965051427192,0.9992981717662829,0.523,IA,0.732961505651474
1.0,To amend the Internal Revenue Code of 1954 to provide that the taxable year of a partnership with respect to a deceased partner shall close as of the date of his death unless the successor in interest of such deceased partner elects not to have such year close,1,100.0,0.0,0.0,89-HR-4259,1965,89,True,False,True,False,0.0,0.9787343764574631,True,0.6628208178354061,0.9980407097736407,-0.47,NY,0.752737432718277
1.0,To amend the Internal Revenue Code of 1986 with respect to the treatment of prepaid derivative contracts.,1,100.0,0.0,0.0,110-HR-4912,2007,110,True,False,True,False,0.0015501852936501991,0.9688515392528327,True,0.9635935432064229,0.9993635382590262,-0.449,MA,0.7400588095188141
1.0,"To permit the deduction, for Federal income tax purposes, of contributions or gifts to the Alabama Temperance Alliance, Inc",1,100.0,0.0,0.0,83-HR-4543,1953,83,True,False,True,False,0.0,0.9493547171796601,False,9.669238369441838e-05,0.9993921056583139,-0.245,AL,0.8084850013256073
1.0,"To provide that the tax on admissions shall not apply to admissions to athletic games and certain other events, where the proceeds inure exclusively to the benefit of a community chest.",1,100.0,0.0,0.0,82-HR-7980,1952,82,True,False,True,False,0.0,0.969456990636218,False,0.23943317128439523,0.9992533060058701,-0.207,CO,0.7905872762203217
1.0,To promote State historic tax credits.,1,100.0,0.0,0.0,107-HR-4933,2002,107,True,False,True,False,0.00018910992277736696,0.9824342191225064,False,0.04900902806668638,0.9994152226328323,-0.491,MO,0.8464160412549973
1.0,"To encourage equity investments through tax incentives, and for other purposes.",1,200.0,0.0,0.0,85-HR-6340,1957,85,True,False,False,True,1.0,0.9511048666631228,True,0.9998756083101754,0.9997132230715519,0.387,PA,0.7405659556388855
1.0,To amend the Internal Revenue Code of 1986 to provide notice to any taxpayer of amounts withheld in excess of such amounts reported on a tax return by such taxpayer.,1,100.0,0.0,0.0,101-HR-2279,1989,101,True,False,True,False,0.0,0.969590265335726,True,0.9822397296913998,0.9994644649052357,-0.434,TN,0.770104244351387
1.0,To amend the Internal Revenue Code of 1954 in relation to a credit for State income taxes,1,100.0,0.0,0.0,92-HR-4859,1971,92,True,False,True,True,1.0,0.9279929552747419,True,0.9987719674717374,0.9992482435053225,-0.55,HI,0.7626242190599442
1.0,A bill to provide for the indexing of the basis of certain capital assets.,2,200.0,0.0,0.0,98-S-1600,1983,98,True,True,False,True,0.9348798295005523,0.9000373100162414,True,0.9784436017426721,0.9995811913319144,0.534,CO,0.6740483641624451
1.0,A bill to amend the Internal Revenue Code of 1986 to treat certain private foundations in the same manner as educational institutions and pension trusts for purposes of the unrelated debt-financed income rules.,2,100.0,0.0,0.0,104-S-702,1995,104,True,True,True,True,0.8526299934550915,0.8347815196881986,False,0.267504201924308,0.999324300535653,-0.452,IL,0.8320499062538147
1.0,A bill to establish a cost-of-living task force. ,1,100.0,0.0,0.0,93-HR-16397,1974,93,True,False,True,True,0.998880203085211,0.9345375567063773,False,0.09454817001621471,0.9996029077770099,-0.371,TX,0.6530846953392029
1.0,To postpone tobacco and cigarette tax reduction 2 years,1,200.0,0.0,0.0,83-HR-8275,1954,83,True,False,False,True,0.5213563200855904,0.8059074371715723,True,0.9998122091950769,0.9992392439814063,-0.246,NY,0.7338519990444183
1.0,"A bill to allow income tax deductions to insurance companies for reserves required by State law for losses attributable to riots or other catastrophes, or attributable to insolvencies of other insurance companies.",2,100.0,0.0,0.0,90-S-4183,1968,90,True,True,True,True,0.9690800153862195,0.9193979299611638,True,0.9972745428852925,0.999333338736021,-0.03,LA,0.6445436477661133
1.0,"To amend the Budget and Accounting Act, 1921, to provide for the retirement of the public debt by setting aside the first 5 percent of the budget receipts of the United States for each fiscal year for the sole purpose of retirement of obligations counted as part of the public debt",1,100.0,0.0,0.0,89-HR-1775,1965,89,True,False,True,True,1.0,0.9639617798670248,True,0.9999241185262963,0.9986638849786827,0.22,FL,0.7438387274742126
1.0,A bill to amend section 6334(a) of the Internal Revenue Code,2,200.0,0.0,0.0,92-S-3592,1972,92,True,True,False,False,0.0,0.9574689795884068,False,0.4465232401550801,0.9978106257423944,0.03,AK,0.7703944146633148
1.0,"To appropriate such funds as may be necessary to ensure certain important functions of the Government continue during a Governmentwide shutdown, and for other purposes.",1,200.0,0.0,0.0,113-HR-3166,2013,113,True,False,False,False,0.00014029968175755601,0.9792638521705033,True,0.9997161397310852,0.9989719805176683,0.475,IA,0.6947507560253143
1.0,To assist States in providing individuals a credit against State income taxes or a comparable benefit for contributions to charitable organizations working to prevent or reduce poverty and to protect and encourage donations to charitable organizations.,1,200.0,0.0,0.0,105-HR-4255,1998,105,True,False,False,False,0.00012686385583526006,0.9746118866642167,False,0.19714235975381222,0.9993211328627386,0.381,OH,0.8093713819980621
1.0,"To amend the Congressional Budget and Impoundment Act of 1974 to reform the budget process, and for other purposes.",1,200.0,0.0,0.0,103-HR-2929,1993,103,True,False,False,False,0.000502343016741103,0.9754321955990013,True,0.9996719850592436,0.9992806583812489,0.533,CA,0.7019099593162537
1.0,To amend the Internal Revenue Code of 1986 to use 50 percent of any Federal budget surplus in the general fund for reductions in Social Security taxes and to provide that the remainder of the surplus shall be used to increase discretionary nondefense spending and to reduce the outstanding public debt.,1,100.0,0.0,0.0,105-HR-2860,1997,105,True,False,True,False,0.003924697840680022,0.9612771769783965,True,0.9993787845805172,0.9990845641743427,-0.313,NY,0.6807998716831207
1.0,To amend the Internal Revenue Code of 1954 to provide for the deferment of income from service contracts,1,200.0,0.0,0.0,86-HR-8688,1959,86,True,False,False,True,0.831552339380842,0.7808844415326047,True,0.9981734560452961,0.999522760943455,0.16,NY,0.734747588634491
1.0,To amend the Internal Revenue Code of 1986 to allow a credit against income tax for taxpayers with certain persons requiring custodial care in their households.,1,200.0,0.0,0.0,105-HR-3308,1998,105,True,False,False,False,0.0,0.9777054826622301,True,0.9942252260760811,0.9995482727733661,0.453,PA,0.7563101649284363
1.0,A bill to amend the Balanced Budget and Emergency Deficit Control Act of 1985 and the Congressional Budget Act of 1974 to limit consideration of nonemergency matters in emergency legislation.,2,200.0,0.0,0.0,103-S-2417,1994,103,True,True,False,False,0.0010890503369393636,0.9751033759538948,True,0.9652059534038918,0.9992837382991187,0.352,AZ,0.6209942400455475
1.0,A bill to amend the Internal Revenue Code of 1954 to repeal income tax withholding on interest.,1,100.0,0.0,0.0,98-HR-1781,1983,98,True,False,True,True,0.998722435826835,0.9440410805523638,True,0.9899969971332703,0.9995047670604751,-0.21,NC,0.7409697771072388
1.0,"A bill to amend the Federal Reserve Act, and for other purposes",2,100.0,0.0,0.0,80-S-1225,1947,80,True,True,True,True,1.0,0.939530583154354,True,0.9811279989551938,0.9990718125467015,-0.0382127128841437,AL,0.6452610492706299
1.0,To amend the Internal Revenue Code of 1986 to phaseout the alternative minimum tax on individuals.,1,200.0,0.0,0.0,107-HR-871,2001,107,True,False,False,True,0.9927049276728203,0.943630586234254,True,0.9996982437228855,0.9994640395133427,0.653,GA,0.7210836410522461
1.0,To amend the Internal Revenue Code of-1954 With respect to the income tax treatment of business development corporations,1,100.0,0.0,0.0,89-HR-17608,1966,89,True,False,True,False,0.05238358701781381,0.8301535141980141,True,0.9997450415308218,0.9992841483815522,-0.35,RI,0.7055015861988068
1.0,A bill to provide a 2-year extension of time for the payment of so much of any income tax as is attributable to the application to 1976 of the change made by the Tax Reform Act of 1976 in the exclusion for sick pay.,1,100.0,0.0,0.0,95-HR-3754,1977,95,True,False,True,False,0.0001352538966390156,0.9696256886122825,True,0.9872371869374033,0.9986874280889922,-0.435,FL,0.7243050932884216
1.0,To amend section 4216(b) of the Internal Revenue Code of 1954 relating to the determination of constructive sale price for purposes of applying manufacturers excise taxes,1,100.0,0.0,0.0,88-HR-7198,1963,88,True,False,True,False,0.0,0.9023812294389538,False,0.007207497058070867,0.9993357573347732,-0.629,MN,0.7063156962394714
1.0,"A bill to amend the Internal Revenue Code of 1954 to provide individuals an income tax credit of up to $750 of the cost of purchasing a new passenger automobile, an income tax credit of up to $5,000 for purchasing a new house, and an additional 10 percent investment tax credit for farm equipment.",1,200.0,0.0,0.0,97-HR-5322,1982,97,True,False,False,True,1.0,0.9398113124128041,True,0.9974944735911122,0.999343638753073,0.103,IA,0.8427014946937561
1.0,"A bill to repeal the provisions of House Resolution 457 of the 92d Congress as enacted into law by the Supplemental Appropriations Act, 1972 (relating to allowances of Members, officers, and committees of the House of Representatives).",1,200.0,0.0,0.0,93-HR-17595,1974,93,True,False,False,False,0.0,0.9718155044542451,False,8.115224929964382e-06,0.9991240234713513,0.242,NY,0.760716900229454
1.0,To amend section 2879 (b) of the internal Revenue Code.,1,100.0,0.0,0.0,82-HR-7735,1952,82,True,False,True,False,0.0,0.9702569399894249,False,0.21408776038322436,0.9987118020749637,-0.478,NY,0.733894556760788
1.0,"To amend the Internal Revenue Code of 1986 to extend expiring provisions, to fully allow the nonrefundable personal credits against regular tax liability, and for other purposes.",1,200.0,0.0,0.0,106-HR-2923,1999,106,True,False,False,False,0.0018948380223664366,0.9655747302152131,True,0.9997464542462415,0.9996033417093003,0.535,TX,0.7816523909568787
1.0,"To provide for income tax treatment relating to certain losses arising from, and grants made as a result of, the September 11, 2001, terrorist attacks on New York City.",1,200.0,0.0,0.0,108-HR-3556,2003,108,True,False,False,False,0.00013589271858228472,0.9741108405079523,True,0.9996581123513707,0.9994759250289738,-0.51,NY,0.7387402951717377
1.0,A bill to amend the Internal Revenue Code of 1954 with respect to deductions for the payment of certain expenses by ministers and members of the uniformed services who receive subsistence and housing allowances.,2,200.0,0.0,0.0,98-S-2017,1983,98,True,True,False,False,0.0,0.9768186110083602,False,0.08178199252632949,0.9995688826877238,0.669,NC,0.7031245231628418
1.0,Making continuing appropriations for personnel critical to national security during a Government shutdown.,1,100.0,0.0,0.0,113-HR-3214,2013,113,True,False,True,False,0.12215378214610145,0.9250994059328554,True,0.9841095363700891,0.9992613942982435,-0.4,TX,0.6698297262191772
1.0,To amend the Internal Revenue Code of 1939 with respect to the permissible methods of accounting to be used in computing taxable income,1,100.0,0.0,0.0,85-HR-233,1957,85,True,False,True,False,0.19049651460254255,0.8330022839391631,True,0.9885531126405469,0.999255409619866,-0.094,TX,0.710602343082428
1.0,"A bill to amend the Internal Revenue Code of 1954 to increase to $300,000 the amount of used property eligible for the investment tax credit, and to provide a 3-year carryback and a 7-year carryover of the cost of such property in excess of $300,000.",1,100.0,0.0,0.0,97-HR-3644,1981,97,True,False,True,True,1.0,0.947148957063487,True,0.9995861828791985,0.9994891494563494,-0.378,NY,0.8034900426864624
1.0,"To establish a national advisory referendum on a flat income tax rate, and requiring a national vote to raise taxes at the general election of 1998.",1,200.0,0.0,0.0,105-HR-2057,1997,105,True,False,False,False,0.0,0.9756411058505262,False,0.025012452827124786,0.9993700635394183,0.691,MI,0.6494167745113373
1.0,To amend the Internal Revenue Code of 1986 to provide for taxpayers making donations with their returns of income tax to the Federal Government to pay down the public debt.,1,200.0,0.0,0.0,113-HR-1571,2013,113,True,False,False,False,0.0024483502623040498,0.9600257649033652,True,0.9998510914879345,0.9995465564212551,0.743,LA,0.7639473080635071
1.0,"Making appropriations for the Treasury and Post Office Departments and the Tax Court of the United States for the fiscal year ending June 30, 1960, and for other purposes",1,100.0,1.0,1.0,86-HR-5805,1959,86,True,False,True,True,1.0,0.9589868526450784,True,1.0,0.9989714812378245,0.064,VA,0.6794745922088623
1.0,"A bill to amend the Internal Revenue Code of 1986 with respect to the proper tax treatment of certain indebtedness discharged in 2009 or 2010, and for other purposes.",2,200.0,0.0,0.0,111-S-33,2009,111,True,True,False,False,0.0004824615957491123,0.9683949532676553,True,0.9998635255475211,0.9997491536494423,0.638,NV,0.7191212177276611
1.0,"To amend the Internal Revenue Code of 1954 to repeal ,the retailers excise taxes, certain manufacturers excise taxes, the taxes on admissions, dues, communications, and transportation of persons, and certain other excise taxes",1,100.0,0.0,0.0,89-HR-8478,1965,89,True,False,True,False,0.4441149627980658,0.861344058812504,True,0.9890230537235434,0.9987770468981243,-0.4,MA,0.7379978001117706
1.0,"To authorize private transactions involving the sale, acquisition, or holding of gold within the United States, its Territories and possessions, and for other purposes",1,200.0,0.0,0.0,86-HR-1242,1959,86,True,False,False,True,0.9913238385193027,0.9324461042798757,False,0.04235686862443649,0.9992723487838782,0.158,CO,0.7640128433704376
1.0,To amend section 1014 (a) (6) of the Internal Revenue Code of 1954.,1,200.0,0.0,0.0,84-HR-7980,1956,84,True,False,False,False,0.0,0.970055507984052,True,0.8536803573635275,0.9982374779390771,0.58,CA,0.7606088221073151
1.0,"A bill to amend the Internal Revenue Code of 1954 to limit the authority for inspection of tax returns, to provide for cost-of-living adjustments for taxpayers, and to eliminate certain tax inequities based upon marital status.",1,200.0,0.0,0.0,95-HR-1493,1977,95,True,False,False,False,0.053144288504284674,0.9407220501825555,True,0.9889291801795794,0.9994300396409816,0.273,MN,0.7056764662265778
1.0,To amend the Internal Revenue Code of 1986 to allow a credit against income tax for expenses incurred in tele-working.,1,200.0,0.0,0.0,106-HR-3819,2000,106,True,False,False,True,0.9997344867660538,0.9634457220630275,True,0.9978190648286065,0.9996112920288588,0.389,VA,0.7132647931575775
1.0,"A bill to amend the Internal Revenue Code of 1986 to allow certain entities to elect not to make changes in their taxable years required by the Tax Reform Act of 1986, and for other purposes.",2,100.0,0.0,0.0,100-S-1520,1987,100,True,True,True,False,0.000365618044450649,0.9695355504554358,True,0.9972691778087112,0.9995681394358905,-0.275,MT,0.7789734750986099
1.0,A bill to extend the State Taxation of Depositories Act.,2,100.0,1.0,1.0,94-S-2672,1975,94,True,True,True,True,0.9988586702613538,0.9023888618941948,True,0.7477048775192425,0.9990844093273585,-0.491,WI,0.7614621073007584
1.0,"A bill to amend the Internal Revenue Code of 1954 to allow individuals, to elect, in lieu of the deduction for charitable contributions, a credit against income tax for 50 percent of such contributions.",1,100.0,0.0,0.0,95-HR-12497,1978,95,True,False,True,True,0.5674358175210933,0.855301113973385,True,0.9883818053174758,0.9993763970993285,-0.426,NY,0.8118505328893661
1.0,To amend subchapter 8 of the Internal Revenue Code of 1954,1,100.0,0.0,0.0,86-HR-8683,1959,86,True,False,True,False,0.0,0.9409516910459412,True,0.9800035320858292,0.9982728186134627,-0.131,TX,0.7648134380578995
1.0,"To provide income Tax relief for parents of minor children under age of 18, to reduce the percentage-depletion deductions, and for other purposes",1,100.0,0.0,0.0,82-HR-5856,1951,82,True,False,True,True,0.8392954585741355,0.8526466188335734,True,0.9989029986045251,0.9995306357927644,0.024,FL,0.7060582339763641
1.0,"To provide an extension of the interest equalization tax, and for other purposes",1,100.0,1.0,1.0,90-HR-6098,1967,90,True,False,True,True,1.0,0.9552125115503362,True,0.9993579738706001,0.9994716947050448,-0.107,AR,0.7068644165992737
1.0,"A bill to amend and supplement various Federal statutes, as amended, having for their purpose to provide a permanent formula for arriving at parity prices for farm commodities, to provide administrative agencies to be responsible for the carrying out of t",2,200.0,0.0,0.0,80-S-1310,1947,80,True,True,False,False,0.0,0.9813822607172029,True,0.9962180265959346,0.99812440214746,-0.0382127128841437,SD,0.6796861886978149
1.0,A bill to amend the Internal Revenue Code of 1954 to encourage manufacturing-related investment in any State which has an unemployment rate which exceeds the national unemployment rate.,1,200.0,0.0,0.0,95-HR-4022,1977,95,True,False,False,True,0.9331460961560771,0.8879493109100876,True,0.9996863489459755,0.9996955292760545,0.036,NY,0.5517133474349976
1.0,A original bill to provide for a temporary increase in the public debt limit.,2,200.0,0.0,0.0,97-S-393,1981,97,True,True,False,True,1.0,0.9271348767579467,True,0.9999203582844192,0.999204853598302,0.296,KS,0.705375611782074
1.0,To amend the Internal Revenue Code of 1954 to extend by 1 additional year the time within which a minister may elect coverage as a self-employed individual for social security purposes,1,100.0,0.0,0.0,86-HR-8560,1959,86,True,False,True,False,9.161395024414107e-05,0.9782128472888335,False,0.3032214181567896,0.9987216738927582,-0.479,SD,0.7025166153907776
1.0,To amend the Internal Revenue Code of 1954 to provide that in certain cases a spouse will be relieved of liability arising from a joint income tax return,1,100.0,0.0,0.0,91-HR-19900,1970,91,True,False,True,True,0.9315260662754106,0.8912621387130991,True,0.9934775405566815,0.9996608164741995,-0.54,CA,0.7500565350055695
1.0,"To amend the Internal Revenue ,Code of 1954 to eliminate the withholding of income tax from wages and salaries",1,100.0,0.0,0.0,89-HR-11512,1965,89,True,False,True,True,0.997400540408467,0.9041655588555094,True,0.9978547909134133,0.999361459042557,0.23,LA,0.7145781815052032
1.0,To provide for the refund of the internal-revenue tax pald on fermented malt liquor lost or rendered unmarketable by reason of the 1954 floods.,1,100.0,0.0,0.0,84-HR-8689,1956,84,True,False,True,False,0.0,0.9691366042832894,True,0.8965703206302952,0.9978252326475286,-0.507,MO,0.7484113276004791
